subject,event_trial_index,behavior_trial_index,stimulus,stimulus_key,event_label,onset_samples,end_samples,onset_seconds,end_seconds,duration_seconds,sampling_frequency_hz,recording_duration_seconds,match_status,validation_issues,eeg_set_path,eeg_fdt_path,events_path,behavior_path,valence,arousal,dominance,liking,familiarity,relevance,emotionCateg,Quadrant,FivePointScale,MouseClick
sub-mit032,7.0,7.0,2.m4v,2,2_7,243167.982942,258292.48097,972.671931768,1033.16992388,60.497992111999906,250.0,1538.736,matched,,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.set,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.fdt,sub-mit032/eeg/sub-mit032_task-emotion_events.tsv,sub-mit032/beh/sub-mit032_task-Emotion_beh.tsv,1.0,8.65,7.33,5.0,2.0,1.9,"{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '2': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}",HVHA,"['not at all', 'not at all', 'very much']","[23.110062837600708, 36.96587800979614, 48.53468084335327]"
sub-mit032,8.0,8.0,24.mp4,24,24_8,269748.481495,284872.733096,1078.99392598,1139.490932384,60.497006403999876,250.0,1538.736,matched,,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.set,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.fdt,sub-mit032/eeg/sub-mit032_task-emotion_events.tsv,sub-mit032/beh/sub-mit032_task-Emotion_beh.tsv,1.1,7.78,8.22,3.0,3.0,2.99,"{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '2': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}",HVHA,"['very much', 'very much', 'very much']","[15.821315050125122, 26.521929025650024, 42.11388397216797]"
sub-mit032,9.0,9.0,neutral_2.mp4,neutral_2,neutral_2_9,297263.482625,312387.983168,1189.0539305,1249.551932672,60.49800217200004,250.0,1538.736,matched,,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.set,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.fdt,sub-mit032/eeg/sub-mit032_task-emotion_events.tsv,sub-mit032/beh/sub-mit032_task-Emotion_beh.tsv,4.88,5.12,4.9,3.0,3.0,3.04,{},,,
sub-mit032,10.0,10.0,8.m4v,8,8_10,316323.482843,331447.731929,1265.2939313719999,1325.790927716,60.49699634400008,250.0,1538.736,matched,,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.set,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.fdt,sub-mit032/eeg/sub-mit032_task-emotion_events.tsv,sub-mit032/beh/sub-mit032_task-Emotion_beh.tsv,1.06,5.89,6.12,4.0,4.0,4.29,"{'1': [u'Aroused: Sexually excited', u'', u'', u'', ''], '0': [u'Aroused: Sexually excited', u'', u'', u'', ''], '2': [u'Aroused: Sexually excited', u'', u'', u'', '']}",HVHA,"['moderately', 'moderately', 'quit a bit']","[2.352681875228882, 6.142071008682251, 16.859351873397827]"
sub-mit032,11.0,11.0,17.mp4,17,17_11,354472.481312,369600.982538,1417.889925248,1478.403930152,60.514004903999876,250.0,1538.736,matched,,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.set,sub-mit032/eeg/sub-mit032_task-Emotion_eeg.fdt,sub-mit032/eeg/sub-mit032_task-emotion_events.tsv,sub-mit032/beh/sub-mit032_task-Emotion_beh.tsv,2.32,4.17,4.4,4.0,4.0,2.04,"{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['very much', 'moderately']","[11.586513996124268, 50.516154050827026]"
sub-mit035,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,40493.951552,55618.701037,161.975806208,222.474804148,60.49899794000001,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,5.02,1.0,1.97,2.0,1.0,1.0,"{'0': [u'', u'', u'', u'', u'surprised']}",HVHA,['not at all'],[32.310102701187134]
sub-mit035,2.0,2.0,2.m4v,2,2_2,82658.201829,97782.951314,330.63280731599997,391.131805256,60.49899794000004,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,2.99,7.03,2.94,2.0,3.0,1.53,"{'1': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '3': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '2': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['moderately', 'moderately', 'quit a bit', 'quit a bit']","[24.09654211997986, 31.83671808242798, 39.4764449596405, 50.17491793632507]"
sub-mit035,3.0,3.0,4.mp4,4,4_3,137723.702285,152848.451771,550.89480914,611.393807084,60.49899794399994,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,2.65,3.42,3.28,2.0,4.0,1.0,"{'1': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', ''], '0': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}",HVHA,"['quit a bit', 'quit a bit']","[37.89583206176758, 47.575056076049805]"
sub-mit035,4.0,4.0,27.mp4,27,27_4,173117.701616,188242.202159,692.470806464,752.9688086360001,60.49800217200004,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,3.98,2.96,2.42,3.0,1.0,2.0,"{'0': [u'', u'', u'Despondent: In low spirits from loss of hope or courage.', u'', '']}",HVHA,['quit a bit'],[35.378106117248535]
sub-mit035,5.0,5.0,neutral_2.mp4,neutral_2,neutral_2_5,202012.950741,217137.451284,808.051802964,868.549805136,60.49800217200004,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,4.96,1.0,1.0,1.0,1.0,1.0,{},,,
sub-mit035,6.0,6.0,16.mp4,16,16_6,227310.981824,242435.73131,909.2439272959999,969.74292524,60.49899794400005,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,1.01,8.07,4.96,1.0,4.0,1.0,"{'1': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', ''], '0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '3': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'No Emotion From List', u'', ''], '2': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}",HVHA,"['very much', 'quit a bit', 'quit a bit', 'very much']","[8.144484996795654, 23.50736689567566, 38.034286975860596, 56.12219285964966]"
sub-mit035,7.0,7.0,7.mp4,7,7_7,274452.981203,289577.481746,1097.811924812,1158.309926984,60.49800217200004,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,1.91,4.88,4.83,3.0,4.0,1.0,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '2': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['very much', 'very much', 'very much']","[36.32511305809021, 41.891599893569946, 49.66508102416992]"
sub-mit035,8.0,8.0,17.mp4,17,17_8,310189.480185,325313.980728,1240.75792074,1301.255922912,60.49800217200004,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,1.0,8.63,2.09,1.0,2.0,1.0,"{'1': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['very much', 'not at all']","[15.312246084213257, 50.03310823440552]"
sub-mit035,9.0,9.0,24.mp4,24,24_9,339239.232092,354363.981578,1356.956928368,1417.455926312,60.49899794399994,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,2.01,2.01,5.19,2.0,1.0,1.01,"{'0': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', '']}",HVHA,['quit a bit'],[40.20674705505371]
sub-mit035,10.0,10.0,1.mp4,1,1_10,366571.481749,381696.231234,1466.2859269960002,1526.784924936,60.498997939999754,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,5.95,7.93,6.04,4.0,5.0,1.0,"{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '3': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '2': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '4': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['quit a bit', 'very much', 'quit a bit', 'quit a bit', 'quit a bit']","[14.924835920333862, 19.588848114013672, 32.82870411872864, 40.902945041656494, 46.31937503814697]"
sub-mit035,11.0,11.0,9.m4v,9,9_11,418995.732199,434120.481684,1675.9829287960001,1736.481926736,60.49899793999998,250.0,1832.184,matched,,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.set,sub-mit035/eeg/sub-mit035_task-Emotion_eeg.fdt,sub-mit035/eeg/sub-mit035_task-emotion_events.tsv,sub-mit035/beh/sub-mit035_task-Emotion_beh.tsv,8.01,8.22,8.07,5.0,5.0,1.03,"{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '0': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '3': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '2': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', '']}",HVHA,"['moderately', 'quit a bit', 'very much', 'very much']","[3.088923215866089, 23.266351222991943, 27.17800521850586, 53.89169216156006]"
sub-mit039,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,56755.9761,71882.475726,227.0239044,287.52990290400004,60.50599850400005,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,4.9,4.0,5.06,2.0,2.0,1.14,{},,,
sub-mit039,2.0,2.0,16.mp4,16,16_2,83629.47749,98752.225377,334.51790996,395.008901508,60.49099154800001,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,2.03,7.06,5.23,2.0,3.0,1.07,"{'1': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['moderately', 'quit a bit']","[9.340089082717896, 32.04383587837219]"
sub-mit039,3.0,3.0,24.mp4,24,24_3,125497.476105,140624.476131,501.98990441999996,562.497904524,60.50800010400002,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,2.11,5.98,5.0,2.0,4.0,1.01,"{'0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', '']}",HVHA,['a little'],[27.692378997802734]
sub-mit039,4.0,4.0,neutral_2.mp4,neutral_2,neutral_2_4,158667.727187,173791.475873,634.6709087480001,695.165903492,60.49499474399988,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,5.06,4.92,5.08,2.0,1.0,1.0,{},,,
sub-mit039,5.0,5.0,17.mp4,17,17_5,180817.227345,195939.975232,723.26890938,783.759900928,60.49099154800001,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,4.0,5.96,5.06,4.0,3.0,1.0,"{'0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,['a little'],[10.792122840881348]
sub-mit039,6.0,6.0,27.mp4,27,27_6,208009.226806,223133.22695,832.036907224,892.5329078000001,60.49600057600014,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,4.0,5.04,4.9,2.0,1.0,1.01,{},,,
sub-mit039,7.0,7.0,2.m4v,2,2_7,231035.477389,246158.725675,924.141909556,984.6349027,60.492993144000025,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,2.15,7.03,5.06,2.0,4.0,1.05,"{'0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,['quit a bit'],[29.28455877304077]
sub-mit039,8.0,8.0,4.mp4,4,4_8,257073.975261,272199.225146,1028.295901044,1088.796900584,60.500999540000066,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,1.99,6.81,5.96,2.0,2.0,1.0,"{'0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,['quit a bit'],[42.566797971725464]
sub-mit039,9.0,9.0,9.m4v,9,9_9,289568.226691,304693.225119,1158.272906764,1218.7729004760001,60.499993712000105,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,6.93,6.08,4.94,4.0,5.0,1.03,{},,,
sub-mit039,10.0,10.0,12.m4v,12,12_10,312627.475988,327750.475332,1250.509903952,1311.001901328,60.49199737599997,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,8.74,7.14,5.95,5.0,5.0,3.68,"{'1': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '0': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,"['quit a bit', 'moderately']","[3.245654821395874, 31.60812997817993]"
sub-mit039,11.0,11.0,5.mp4,5,5_11,338430.22529,353556.976374,1353.7209011599998,1414.2279054960002,60.507004336000364,250.0,1435.672,matched,,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.set,sub-mit039/eeg/sub-mit039_task-Emotion_eeg.fdt,sub-mit039/eeg/sub-mit039_task-emotion_events.tsv,sub-mit039/beh/sub-mit039_task-Emotion_beh.tsv,5.14,5.06,5.08,3.0,3.0,1.02,{},,,
sub-mit040,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,48572.284821,63696.536422,194.28913928400002,254.78614568799998,60.49700640399996,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,4.96,5.0,4.94,3.0,3.0,3.96,{},,,
sub-mit040,2.0,2.0,5.mp4,5,5_2,78420.284763,93544.785306,313.681139052,374.17914122400003,60.49800217200004,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,4.07,6.02,5.06,4.0,3.0,4.04,{},,,
sub-mit040,3.0,3.0,8.m4v,8,8_3,112183.036655,127311.535366,448.73214662000004,509.246141464,60.51399484399997,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,7.95,6.95,6.95,4.0,4.0,5.0,{},,,
sub-mit040,4.0,4.0,12.m4v,12,12_4,139571.446897,154699.948122,558.285787588,618.799792488,60.51400490000003,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,8.94,6.04,6.91,5.0,5.0,4.96,"{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '2': [u'Delighted: Feeling or showing great pleasure', u'', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'quit a bit']","[13.355805158615112, 22.787419080734253, 52.31839418411255]"
sub-mit040,5.0,5.0,neutral_2.mp4,neutral_2,neutral_2_5,187582.19785,202706.698393,750.3287914,810.826793572,60.49800217200004,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,4.98,6.89,6.06,3.0,3.0,1.0,{},,,
sub-mit040,6.0,6.0,4.mp4,4,4_6,213765.947399,228894.697567,855.063789596,915.578790268,60.51500067200004,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,1.0,1.91,2.03,2.0,2.0,1.0,{},,,
sub-mit040,7.0,7.0,7.mp4,7,7_7,240688.696661,255817.197887,962.754786644,1023.268791548,60.51400490399999,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,3.96,6.6,3.9,3.0,3.0,1.01,{},,,
sub-mit040,8.0,8.0,2.m4v,2,2_8,267547.712545,282672.213088,1070.19085018,1130.6888523520001,60.49800217200004,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,5.0,3.05,3.03,2.0,2.0,1.0,{},,,
sub-mit040,9.0,9.0,16.mp4,16,16_9,293418.712332,308547.213557,1173.6748493280002,1234.1888542279999,60.51400489999969,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,2.01,1.97,2.05,2.0,2.0,1.0,"{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}",HVHA,"['quit a bit', 'quit a bit']","[27.57824683189392, 56.59152603149414]"
sub-mit040,10.0,10.0,17.mp4,17,17_10,331851.462531,346975.963074,1327.4058501240002,1387.9038522960002,60.49800217200004,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,3.96,6.95,4.9,3.0,3.0,2.46,{},,,
sub-mit040,11.0,11.0,27.mp4,27,27_11,358940.963051,374065.463594,1435.7638522040002,1496.261854376,60.498002171999815,250.0,1602.064,matched,,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.set,sub-mit040/eeg/sub-mit040_task-Emotion_eeg.fdt,sub-mit040/eeg/sub-mit040_task-emotion_events.tsv,sub-mit040/beh/sub-mit040_task-Emotion_beh.tsv,2.01,1.91,1.97,2.0,2.0,1.98,"{'1': [u'', u'', u'Despondent: In low spirits from loss of hope or courage.', u'', ''], '0': [u'', u'', u'Melancholic: Feeling or expressing pensive sadness', u'', '']}",HVHA,"['moderately', 'very much']","[22.034526109695435, 33.65323305130005]"
sub-mit051,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,63112.934679,78237.435222,252.451738716,312.949740888,60.498002172000014,250.0,2117.724,matched,,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.set,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.fdt,sub-mit051/eeg/sub-mit051_task-emotion_events.tsv,sub-mit051/beh/sub-mit051_task-Emotion_beh.tsv,4.98,1.01,1.0,2.0,1.0,1.0,{},,,
sub-mit051,2.0,2.0,13.m4v,13,13_2,90064.684488,105189.185031,360.258737952,420.756740124,60.498002171999985,250.0,2117.724,matched,,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.set,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.fdt,sub-mit051/eeg/sub-mit051_task-emotion_events.tsv,sub-mit051/beh/sub-mit051_task-Emotion_beh.tsv,7.01,4.96,3.96,4.0,2.0,2.02,"{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', ''], '0': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,"['moderately', 'moderately', 'not at all', 'not at all']","[10.28311824798584, 11.885708332061768, 21.050506114959717, 49.7634642124176]"
sub-mit051,3.0,3.0,24.mp4,24,24_3,138925.647188,154049.896273,555.702588752,616.199585092,60.49699634000001,250.0,2117.724,matched,,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.set,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.fdt,sub-mit051/eeg/sub-mit051_task-emotion_events.tsv,sub-mit051/beh/sub-mit051_task-Emotion_beh.tsv,1.03,1.03,1.01,1.0,1.0,1.0,"{'1': [u'', u'', u'Despondent: In low spirits from loss of hope or courage.', u'', ''], '0': [u'', u'', u'Taken Aback: Shock or surprise someone.', u'', ''], '2': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', '']}",HVHA,"['quit a bit', 'very much', 'quit a bit']","[16.201283931732178, 28.521113872528076, 45.531853914260864]"
sub-mit051,4.0,4.0,1.mp4,1,1_4,187445.397593,202569.895621,749.781590372,810.279582484,60.49799211200002,250.0,2117.724,matched,,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.set,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.fdt,sub-mit051/eeg/sub-mit051_task-emotion_events.tsv,sub-mit051/beh/sub-mit051_task-Emotion_beh.tsv,2.01,7.99,5.98,3.0,1.0,1.03,"{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Startled: Feeling or showing sudden shock or alarm.', u'', u'', ''], '2': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit', 'moderately', 'not at all']","[15.238078832626343, 33.15019679069519, 40.97946071624756, 58.10730981826782]"
sub-mit051,5.0,5.0,27.mp4,27,27_5,252074.646216,267198.895301,1008.298584864,1068.795581204,60.49699634000001,250.0,2117.724,matched,,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.set,sub-mit051/eeg/sub-mit051_task-Emotion_eeg.fdt,sub-mit051/eeg/sub-mit051_task-emotion_events.tsv,sub-mit051/beh/sub-mit051_task-Emotion_beh.tsv,1.03,4.04,1.03,1.0,3.0,1.98,"{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}",HVHA,"['moderately', 'moderately']","[31.003426790237427, 58.26368594169617]"
