sample_id,subject,cohort_role,trial,split_group,window_index,start_sample,stop_sample,fif_path,qc_status,valence_label,arousal_label,quadrant_label,sample_weight,start_seconds,end_seconds,samples,sampling_rate_hz,valence,arousal,eligible_valence_binary_fixed5,label_valence_binary_fixed5,eligible_arousal_binary_fixed5,label_arousal_binary_fixed5,eligible_quadrant_fixed5,label_quadrant_fixed5
sub-mit004_trial-01_window-020,sub-mit004,modeling_primary,1,sub-mit004_trial-01,20,9500,10500,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif,pass,low,high,LVHA,0.08333333333333333,38.0,42.0,1000,250,4.9,6.06,True,low,True,high,True,LVHA
sub-mit004_trial-01_window-023,sub-mit004,modeling_primary,1,sub-mit004_trial-01,23,11000,12000,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif,pass,low,high,LVHA,0.08333333333333333,44.0,48.0,1000,250,4.9,6.06,True,low,True,high,True,LVHA
sub-mit004_trial-01_window-026,sub-mit004,modeling_primary,1,sub-mit004_trial-01,26,12500,13500,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif,pass,low,high,LVHA,0.08333333333333333,50.0,54.0,1000,250,4.9,6.06,True,low,True,high,True,LVHA
sub-mit004_trial-01_window-027,sub-mit004,modeling_primary,1,sub-mit004_trial-01,27,13000,14000,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif,pass,low,high,LVHA,0.08333333333333333,52.0,56.0,1000,250,4.9,6.06,True,low,True,high,True,LVHA
sub-mit004_trial-01_window-029,sub-mit004,modeling_primary,1,sub-mit004_trial-01,29,14000,15000,data/processed/sub-mit004/trials/sub-mit004_trial-01_eeg.fif,pass,low,high,LVHA,0.08333333333333333,56.0,60.0,1000,250,4.9,6.06,True,low,True,high,True,LVHA
sub-mit004_trial-03_window-002,sub-mit004,modeling_primary,3,sub-mit004_trial-03,2,500,1500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,2.0,6.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-003,sub-mit004,modeling_primary,3,sub-mit004_trial-03,3,1000,2000,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,4.0,8.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-004,sub-mit004,modeling_primary,3,sub-mit004_trial-03,4,1500,2500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,6.0,10.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-005,sub-mit004,modeling_primary,3,sub-mit004_trial-03,5,2000,3000,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,8.0,12.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-006,sub-mit004,modeling_primary,3,sub-mit004_trial-03,6,2500,3500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,10.0,14.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-007,sub-mit004,modeling_primary,3,sub-mit004_trial-03,7,3000,4000,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,12.0,16.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-008,sub-mit004,modeling_primary,3,sub-mit004_trial-03,8,3500,4500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,14.0,18.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-014,sub-mit004,modeling_primary,3,sub-mit004_trial-03,14,6500,7500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,26.0,30.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-015,sub-mit004,modeling_primary,3,sub-mit004_trial-03,15,7000,8000,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,28.0,32.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-016,sub-mit004,modeling_primary,3,sub-mit004_trial-03,16,7500,8500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,30.0,34.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-03_window-020,sub-mit004,modeling_primary,3,sub-mit004_trial-03,20,9500,10500,data/processed/sub-mit004/trials/sub-mit004_trial-03_eeg.fif,pass,high,high,HVHA,0.09090909090909091,38.0,42.0,1000,250,7.95,5.96,True,high,True,high,True,HVHA
sub-mit004_trial-05_window-002,sub-mit004,modeling_primary,5,sub-mit004_trial-05,2,500,1500,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,2.0,6.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-013,sub-mit004,modeling_primary,5,sub-mit004_trial-05,13,6000,7000,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,24.0,28.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-014,sub-mit004,modeling_primary,5,sub-mit004_trial-05,14,6500,7500,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,26.0,30.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-015,sub-mit004,modeling_primary,5,sub-mit004_trial-05,15,7000,8000,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,28.0,32.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-016,sub-mit004,modeling_primary,5,sub-mit004_trial-05,16,7500,8500,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,30.0,34.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-025,sub-mit004,modeling_primary,5,sub-mit004_trial-05,25,12000,13000,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,48.0,52.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-026,sub-mit004,modeling_primary,5,sub-mit004_trial-05,26,12500,13500,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,50.0,54.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-027,sub-mit004,modeling_primary,5,sub-mit004_trial-05,27,13000,14000,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,52.0,56.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-05_window-028,sub-mit004,modeling_primary,5,sub-mit004_trial-05,28,13500,14500,data/processed/sub-mit004/trials/sub-mit004_trial-05_eeg.fif,pass,low,high,LVHA,0.1111111111111111,54.0,58.0,1000,250,2.07,7.33,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-002,sub-mit004,modeling_primary,7,sub-mit004_trial-07,2,500,1500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,2.0,6.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-003,sub-mit004,modeling_primary,7,sub-mit004_trial-07,3,1000,2000,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,4.0,8.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-004,sub-mit004,modeling_primary,7,sub-mit004_trial-07,4,1500,2500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,6.0,10.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-005,sub-mit004,modeling_primary,7,sub-mit004_trial-07,5,2000,3000,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,8.0,12.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-006,sub-mit004,modeling_primary,7,sub-mit004_trial-07,6,2500,3500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,10.0,14.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-012,sub-mit004,modeling_primary,7,sub-mit004_trial-07,12,5500,6500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,22.0,26.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-018,sub-mit004,modeling_primary,7,sub-mit004_trial-07,18,8500,9500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,34.0,38.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-019,sub-mit004,modeling_primary,7,sub-mit004_trial-07,19,9000,10000,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,36.0,40.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-020,sub-mit004,modeling_primary,7,sub-mit004_trial-07,20,9500,10500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,38.0,42.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-025,sub-mit004,modeling_primary,7,sub-mit004_trial-07,25,12000,13000,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,48.0,52.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-07_window-026,sub-mit004,modeling_primary,7,sub-mit004_trial-07,26,12500,13500,data/processed/sub-mit004/trials/sub-mit004_trial-07_eeg.fif,pass,low,high,LVHA,0.09090909090909091,50.0,54.0,1000,250,3.61,5.93,True,low,True,high,True,LVHA
sub-mit004_trial-08_window-003,sub-mit004,modeling_primary,8,sub-mit004_trial-08,3,1000,2000,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,4.0,8.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-004,sub-mit004,modeling_primary,8,sub-mit004_trial-08,4,1500,2500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,6.0,10.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-007,sub-mit004,modeling_primary,8,sub-mit004_trial-08,7,3000,4000,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,12.0,16.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-008,sub-mit004,modeling_primary,8,sub-mit004_trial-08,8,3500,4500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,14.0,18.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-009,sub-mit004,modeling_primary,8,sub-mit004_trial-08,9,4000,5000,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,16.0,20.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-014,sub-mit004,modeling_primary,8,sub-mit004_trial-08,14,6500,7500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,26.0,30.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-016,sub-mit004,modeling_primary,8,sub-mit004_trial-08,16,7500,8500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,30.0,34.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-017,sub-mit004,modeling_primary,8,sub-mit004_trial-08,17,8000,9000,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,32.0,36.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-018,sub-mit004,modeling_primary,8,sub-mit004_trial-08,18,8500,9500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,34.0,38.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-019,sub-mit004,modeling_primary,8,sub-mit004_trial-08,19,9000,10000,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,36.0,40.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-020,sub-mit004,modeling_primary,8,sub-mit004_trial-08,20,9500,10500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,38.0,42.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-028,sub-mit004,modeling_primary,8,sub-mit004_trial-08,28,13500,14500,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,54.0,58.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-08_window-029,sub-mit004,modeling_primary,8,sub-mit004_trial-08,29,14000,15000,data/processed/sub-mit004/trials/sub-mit004_trial-08_eeg.fif,pass,high,high,HVHA,0.07692307692307693,56.0,60.0,1000,250,8.97,6.77,True,high,True,high,True,HVHA
sub-mit004_trial-10_window-002,sub-mit004,modeling_primary,10,sub-mit004_trial-10,2,500,1500,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,2.0,6.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-005,sub-mit004,modeling_primary,10,sub-mit004_trial-10,5,2000,3000,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,8.0,12.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-010,sub-mit004,modeling_primary,10,sub-mit004_trial-10,10,4500,5500,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,18.0,22.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-011,sub-mit004,modeling_primary,10,sub-mit004_trial-10,11,5000,6000,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,20.0,24.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-016,sub-mit004,modeling_primary,10,sub-mit004_trial-10,16,7500,8500,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,30.0,34.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-018,sub-mit004,modeling_primary,10,sub-mit004_trial-10,18,8500,9500,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,34.0,38.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-020,sub-mit004,modeling_primary,10,sub-mit004_trial-10,20,9500,10500,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,38.0,42.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-021,sub-mit004,modeling_primary,10,sub-mit004_trial-10,21,10000,11000,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,40.0,44.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-023,sub-mit004,modeling_primary,10,sub-mit004_trial-10,23,11000,12000,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,44.0,48.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-10_window-029,sub-mit004,modeling_primary,10,sub-mit004_trial-10,29,14000,15000,data/processed/sub-mit004/trials/sub-mit004_trial-10_eeg.fif,pass,low,high,LVHA,0.1,56.0,60.0,1000,250,2.24,5.23,True,low,True,high,True,LVHA
sub-mit004_trial-11_window-001,sub-mit004,modeling_primary,11,sub-mit004_trial-11,1,0,1000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,0.0,4.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-005,sub-mit004,modeling_primary,11,sub-mit004_trial-11,5,2000,3000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,8.0,12.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-006,sub-mit004,modeling_primary,11,sub-mit004_trial-11,6,2500,3500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,10.0,14.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-007,sub-mit004,modeling_primary,11,sub-mit004_trial-11,7,3000,4000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,12.0,16.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-008,sub-mit004,modeling_primary,11,sub-mit004_trial-11,8,3500,4500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,14.0,18.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-009,sub-mit004,modeling_primary,11,sub-mit004_trial-11,9,4000,5000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,16.0,20.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-010,sub-mit004,modeling_primary,11,sub-mit004_trial-11,10,4500,5500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,18.0,22.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-014,sub-mit004,modeling_primary,11,sub-mit004_trial-11,14,6500,7500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,26.0,30.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-015,sub-mit004,modeling_primary,11,sub-mit004_trial-11,15,7000,8000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,28.0,32.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-018,sub-mit004,modeling_primary,11,sub-mit004_trial-11,18,8500,9500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,34.0,38.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-019,sub-mit004,modeling_primary,11,sub-mit004_trial-11,19,9000,10000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,36.0,40.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-020,sub-mit004,modeling_primary,11,sub-mit004_trial-11,20,9500,10500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,38.0,42.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-021,sub-mit004,modeling_primary,11,sub-mit004_trial-11,21,10000,11000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,40.0,44.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-022,sub-mit004,modeling_primary,11,sub-mit004_trial-11,22,10500,11500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,42.0,46.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-023,sub-mit004,modeling_primary,11,sub-mit004_trial-11,23,11000,12000,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,44.0,48.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit004_trial-11_window-024,sub-mit004,modeling_primary,11,sub-mit004_trial-11,24,11500,12500,data/processed/sub-mit004/trials/sub-mit004_trial-11_eeg.fif,pass,low,low,LVLA,0.0625,46.0,50.0,1000,250,2.09,4.9,True,low,True,low,True,LVLA
sub-mit061_trial-01_window-001,sub-mit061,modeling_primary,1,sub-mit061_trial-01,1,0,1000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,0.0,4.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-002,sub-mit061,modeling_primary,1,sub-mit061_trial-01,2,500,1500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,2.0,6.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-003,sub-mit061,modeling_primary,1,sub-mit061_trial-01,3,1000,2000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,4.0,8.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-004,sub-mit061,modeling_primary,1,sub-mit061_trial-01,4,1500,2500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,6.0,10.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-005,sub-mit061,modeling_primary,1,sub-mit061_trial-01,5,2000,3000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,8.0,12.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-006,sub-mit061,modeling_primary,1,sub-mit061_trial-01,6,2500,3500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,10.0,14.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-011,sub-mit061,modeling_primary,1,sub-mit061_trial-01,11,5000,6000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,20.0,24.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-012,sub-mit061,modeling_primary,1,sub-mit061_trial-01,12,5500,6500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,22.0,26.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-013,sub-mit061,modeling_primary,1,sub-mit061_trial-01,13,6000,7000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,24.0,28.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-014,sub-mit061,modeling_primary,1,sub-mit061_trial-01,14,6500,7500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,26.0,30.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-015,sub-mit061,modeling_primary,1,sub-mit061_trial-01,15,7000,8000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,28.0,32.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-019,sub-mit061,modeling_primary,1,sub-mit061_trial-01,19,9000,10000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,36.0,40.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-020,sub-mit061,modeling_primary,1,sub-mit061_trial-01,20,9500,10500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,38.0,42.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-021,sub-mit061,modeling_primary,1,sub-mit061_trial-01,21,10000,11000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,40.0,44.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-022,sub-mit061,modeling_primary,1,sub-mit061_trial-01,22,10500,11500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,42.0,46.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-023,sub-mit061,modeling_primary,1,sub-mit061_trial-01,23,11000,12000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,44.0,48.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-024,sub-mit061,modeling_primary,1,sub-mit061_trial-01,24,11500,12500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,46.0,50.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-025,sub-mit061,modeling_primary,1,sub-mit061_trial-01,25,12000,13000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,48.0,52.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-028,sub-mit061,modeling_primary,1,sub-mit061_trial-01,28,13500,14500,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,54.0,58.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-01_window-029,sub-mit061,modeling_primary,1,sub-mit061_trial-01,29,14000,15000,data/processed/sub-mit061/trials/sub-mit061_trial-01_eeg.fif,pass,high,low,HVLA,0.05,56.0,60.0,1000,250,5.08,2.97,True,high,True,low,True,HVLA
sub-mit061_trial-02_window-001,sub-mit061,modeling_primary,2,sub-mit061_trial-02,1,0,1000,data/processed/sub-mit061/trials/sub-mit061_trial-02_eeg.fif,pass,low,low,LVLA,0.037037037037037035,0.0,4.0,1000,250,3.17,2.94,True,low,True,low,True,LVLA
sub-mit061_trial-02_window-003,sub-mit061,modeling_primary,2,sub-mit061_trial-02,3,1000,2000,data/processed/sub-mit061/trials/sub-mit061_trial-02_eeg.fif,pass,low,low,LVLA,0.037037037037037035,4.0,8.0,1000,250,3.17,2.94,True,low,True,low,True,LVLA
sub-mit061_trial-02_window-005,sub-mit061,modeling_primary,2,sub-mit061_trial-02,5,2000,3000,data/processed/sub-mit061/trials/sub-mit061_trial-02_eeg.fif,pass,low,low,LVLA,0.037037037037037035,8.0,12.0,1000,250,3.17,2.94,True,low,True,low,True,LVLA
