protocol,task,partition,sample_id,subject,trial,split_group,label,valence
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit003_trial-10_window-028,sub-mit003,10,sub-mit003_trial-10,low,1.0
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-002,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-003,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-009,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-010,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-011,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-013,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-017,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-020,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-023,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-026,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-027,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-01_window-029,sub-mit004,1,sub-mit004_trial-01,low,4.9
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-002,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-003,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-004,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-005,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-006,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-007,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-008,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-014,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-015,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-016,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-03_window-020,sub-mit004,3,sub-mit004_trial-03,high,7.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-002,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-013,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-014,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-015,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-016,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-025,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-026,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-027,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-05_window-028,sub-mit004,5,sub-mit004_trial-05,low,2.07
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-002,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-003,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-004,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-005,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-006,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-012,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-018,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-019,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-020,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-025,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-07_window-026,sub-mit004,7,sub-mit004_trial-07,low,3.61
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-003,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-004,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-007,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-008,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-009,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-014,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-016,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-017,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-018,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-019,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-020,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-028,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-08_window-029,sub-mit004,8,sub-mit004_trial-08,high,8.97
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-002,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-005,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-010,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-011,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-016,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-018,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-020,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-021,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-023,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-10_window-029,sub-mit004,10,sub-mit004_trial-10,low,2.24
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-001,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-005,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-006,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-007,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-008,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-009,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-010,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-014,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-015,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-018,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-019,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-020,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-021,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-022,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-023,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit004_trial-11_window-024,sub-mit004,11,sub-mit004_trial-11,low,2.09
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-001,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-002,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-003,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-004,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-005,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-006,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-011,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-012,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-013,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-014,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-015,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-019,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-020,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-021,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-022,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-023,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-024,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-025,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-028,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-01_window-029,sub-mit061,1,sub-mit061_trial-01,high,5.08
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-001,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-003,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-005,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-006,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-007,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-008,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-009,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-010,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-011,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-012,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-013,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-014,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-015,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-016,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-017,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-018,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-019,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-020,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-021,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-022,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-023,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-024,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-025,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-026,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-027,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-028,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-02_window-029,sub-mit061,2,sub-mit061_trial-02,low,3.17
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-001,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-002,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-003,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-004,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-009,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-010,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-011,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-012,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-013,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-019,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-020,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-021,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-022,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-023,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-024,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-025,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-026,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-027,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-028,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-03_window-029,sub-mit061,3,sub-mit061_trial-03,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-001,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-002,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-003,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-004,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-008,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-009,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-010,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-012,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-013,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-014,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-015,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-016,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-017,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-018,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-019,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-020,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-021,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-022,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-023,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-024,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-025,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-026,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-04_window-029,sub-mit061,4,sub-mit061_trial-04,high,7.01
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-009,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-012,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-017,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-018,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-019,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-020,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-021,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-022,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-023,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-024,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-025,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-026,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-027,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-028,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-05_window-029,sub-mit061,5,sub-mit061_trial-05,high,6.95
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-001,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-002,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-003,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-005,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-006,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-007,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-008,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-009,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-010,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-011,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-012,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-013,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-014,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-015,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-016,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-017,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-023,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-06_window-026,sub-mit061,6,sub-mit061_trial-06,high,7.1
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-08_window-001,sub-mit061,8,sub-mit061_trial-08,high,9.0
single_class_sensitivity,valence_binary_fixed5,refit,sub-mit061_trial-08_window-002,sub-mit061,8,sub-mit061_trial-08,high,9.0
